systemNumber,Production date,prod_date_primary,start_year,end_year,midpoint_year,date_parse_status
O1160559,1403-1424,1403-1424,1403.0,1424.0,1414.0,parsed_ad_range
O125646,ca. 1471-1500,1471-1500,1471.0,1500.0,1486.0,parsed_ad_range
O127242,ca. 1475-1500,1475-1500,1475.0,1500.0,1488.0,parsed_ad_range
O492288,1875-1880,1875-1880,1875.0,1880.0,1878.0,parsed_ad_range
O82657,1980,1980,1980.0,1980.0,1980.0,parsed_ad_single
O25041,late 1st century-2nd century,1st c-2nd c,1.0,200.0,100.0,parsed_century_range
O87330,ca. 1670-1680,1670-1680,1670.0,1680.0,1675.0,parsed_ad_range
O120162,second quarter fourteenth century,second quarter fourteenth c,,,,unparsed_century
O102796,1510-1530,1510-1530,1510.0,1530.0,1520.0,parsed_ad_range
O93042,1470-1480,1470-1480,1470.0,1480.0,1475.0,parsed_ad_range
O306799,1884,1884,1884.0,1884.0,1884.0,parsed_ad_single
O103195,first quarter of the 12th century,first quarter of the 12th c,1101.0,1200.0,1150.0,parsed_century_single
O77789,18th century,18th c,1701.0,1800.0,1750.0,parsed_century_single
O93303,ca. 1450-1456,1450-1456,1450.0,1456.0,1453.0,parsed_ad_range
O93302,ca. 1450-1456,1450-1456,1450.0,1456.0,1453.0,parsed_ad_range
O93291,ca. 1450-1456,1450-1456,1450.0,1456.0,1453.0,parsed_ad_range
O93289,ca. 1450-1456,1450-1456,1450.0,1456.0,1453.0,parsed_ad_range
O93281,ca. 1450-1456,1450-1456,1450.0,1456.0,1453.0,parsed_ad_range
O93294,ca. 1450-1456,1450-1456,1450.0,1456.0,1453.0,parsed_ad_range
O93293,ca.1450-1456,1450-1456,1450.0,1456.0,1453.0,parsed_ad_range
O93285,ca. 1450-1456,1450-1456,1450.0,1456.0,1453.0,parsed_ad_range
O93282,ca. 1450-1456,1450-1456,1450.0,1456.0,1453.0,parsed_ad_range
O1793799,2016,2016,2016.0,2016.0,2016.0,parsed_ad_single
O120565,circa 2nd century BCE,2nd cbc,-200.0,-101.0,-150.0,parsed_century_single
O341767,ca 1862,1862,1862.0,1862.0,1862.0,parsed_ad_single
O75424,ca. 1740,1740,1740.0,1740.0,1740.0,parsed_ad_single
O111136,1681,1681,1681.0,1681.0,1681.0,parsed_ad_single
O77808,after 1726,1726,1726.0,1726.0,1726.0,parsed_ad_single
O93402,1503,1503,1503.0,1503.0,1503.0,parsed_ad_single
O93277,ca. 1450-1456,1450-1456,1450.0,1456.0,1453.0,parsed_ad_range
O93299,ca. 1450-1456,1450-1456,1450.0,1456.0,1453.0,parsed_ad_range
O74255,1740-1786,1740-1786,1740.0,1786.0,1763.0,parsed_ad_range
O81140,15th century-16th century,15th c-16th c,1401.0,1600.0,1500.0,parsed_century_range
O12506,1352-1360,1352-1360,1352.0,1360.0,1356.0,parsed_ad_range
O41418,1501-1506,1501-1506,1501.0,1506.0,1504.0,parsed_ad_range
O96313,ca. 900,900,900.0,900.0,900.0,parsed_ad_single
O113510,ca. 1140-ca. 1150,1140-1150,1140.0,1150.0,1145.0,parsed_ad_range
O41010,1493-1494,1493-1494,1493.0,1494.0,1494.0,parsed_ad_range
O77810,ca. 1638,1638,1638.0,1638.0,1638.0,parsed_ad_single
O41595,Second half of 15th century,second half of 15th c,1401.0,1500.0,1450.0,parsed_century_single
O90331,1625-1650,1625-1650,1625.0,1650.0,1638.0,parsed_ad_range
O1723225,c.1630-1650,1630-1650,1630.0,1650.0,1640.0,parsed_ad_range
O41590,15th century,15th c,1401.0,1500.0,1450.0,parsed_century_single
O12525,ca. 1480,1480,1480.0,1480.0,1480.0,parsed_ad_single
O12518,Second half of the 15th century,second half of the 15th c,1401.0,1500.0,1450.0,parsed_century_single
O12513,mid 15th century,mid 15th c,1401.0,1500.0,1450.0,parsed_century_single
O136596,2nd century - 9th century,2nd c-9th c,101.0,900.0,500.0,parsed_century_range
O136595,2nd century - 9th century,2nd c-9th c,101.0,900.0,500.0,parsed_century_range
O278558,ca. 1750,1750,1750.0,1750.0,1750.0,parsed_ad_single
O136210,3rd century - 6th century,3rd c-6th c,201.0,600.0,400.0,parsed_century_range
O136192,3rd century - 6th century,3rd c-6th c,201.0,600.0,400.0,parsed_century_range
O136206,3rd century - 6th century,3rd c-6th c,201.0,600.0,400.0,parsed_century_range
O123435,ca. 1770-1775,1770-1775,1770.0,1775.0,1772.0,parsed_ad_range
O134690,3rd century - 6th century,3rd c-6th c,201.0,600.0,400.0,parsed_century_range
O70510,1610-1620,1610-1620,1610.0,1620.0,1615.0,parsed_ad_range
O150344,ca. 1900,1900,1900.0,1900.0,1900.0,parsed_ad_single
O78588,1784-1785,1784-1785,1784.0,1785.0,1784.0,parsed_ad_range
O333331,ca. 1765,1765,1765.0,1765.0,1765.0,parsed_ad_single
O1512269,1999,1999,1999.0,1999.0,1999.0,parsed_ad_single
O91699,1684,1684,1684.0,1684.0,1684.0,parsed_ad_single
O99398,ca. 1745-ca. 1752,1745-1752,1745.0,1752.0,1748.0,parsed_ad_range
O96393,,,,,,no_date_text
O123756,1825,1825,1825.0,1825.0,1825.0,parsed_ad_single
O1485188,,,,,,no_date_text
O450341,19th century,19th c,1801.0,1900.0,1850.0,parsed_century_single
O70823,ca. 1510-1520,1510-1520,1510.0,1520.0,1515.0,parsed_ad_range
O72375,ca. 16th Century,16th c,1501.0,1600.0,1550.0,parsed_century_single
O108733,ca. 1530,1530,1530.0,1530.0,1530.0,parsed_ad_single
O123722,ca. 1770,1770,1770.0,1770.0,1770.0,parsed_ad_single
O97569,ca. 1590 - ca. 1610,1590-1610,1590.0,1610.0,1600.0,parsed_ad_range
O114242,19th century,19th c,1801.0,1900.0,1850.0,parsed_century_single
O379857,1975,1975,1975.0,1975.0,1975.0,parsed_ad_single
O136593,1644-1911,1644-1911,1644.0,1911.0,1778.0,parsed_ad_range
O136201,3rd century - 6th century,3rd c-6th c,201.0,600.0,400.0,parsed_century_range
O136195,3rd century - 6th century,3rd c-6th c,201.0,600.0,400.0,parsed_century_range
O136190,3rd century - 6th century,3rd c-6th c,201.0,600.0,400.0,parsed_century_range
O136187,3rd century - 6th century,3rd c-6th c,201.0,600.0,400.0,parsed_century_range
O136184,3rd century - 6th century,3rd c-6th c,201.0,600.0,400.0,parsed_century_range
O136177,3rd century - 6th century,3rd c-6th c,201.0,600.0,400.0,parsed_century_range
O136172,3rd century - 6th century,3rd c-6th c,201.0,600.0,400.0,parsed_century_range
O136168,3rd century - 6th century,3rd c-6th c,201.0,600.0,400.0,parsed_century_range
O136518,11th century - 12th century,11th c-12th c,1001.0,1200.0,1100.0,parsed_century_range
O78972,1790-1810,1790-1810,1790.0,1810.0,1800.0,parsed_ad_range
O134707,3rd century - 6th century,3rd c-6th c,201.0,600.0,400.0,parsed_century_range
O134704,3rd century - 6th century,3rd c-6th c,201.0,600.0,400.0,parsed_century_range
O97184,early 17th century,17th c,1601.0,1700.0,1650.0,parsed_century_single
O122977,ca. 1800,1800,1800.0,1800.0,1800.0,parsed_ad_single
O87380,1750-1755,1750-1755,1750.0,1755.0,1752.0,parsed_ad_range
O167914,ca. 1862,1862,1862.0,1862.0,1862.0,parsed_ad_single
O1789706,2024,2024,2024.0,2024.0,2024.0,parsed_ad_single
O128281,ca. 1875,1875,1875.0,1875.0,1875.0,parsed_ad_single
O347182,circa 1900,1900,1900.0,1900.0,1900.0,parsed_ad_single
O347176,15th century,15th c,1401.0,1500.0,1450.0,parsed_century_single
O347177,15th century,15th c,1401.0,1500.0,1450.0,parsed_century_single
O309599,1864,1864,1864.0,1864.0,1864.0,parsed_ad_single
O41315,1869,1869,1869.0,1869.0,1869.0,parsed_ad_single
O127720,ca. 1854-1855,1854-1855,1854.0,1855.0,1854.0,parsed_ad_range
O128169,after 1850,1850,1850.0,1850.0,1850.0,parsed_ad_single
O347175,circa 1900,1900,1900.0,1900.0,1900.0,parsed_ad_single
O347181,circa 1900,1900,1900.0,1900.0,1900.0,parsed_ad_single
O347178,15th century,15th c,1401.0,1500.0,1450.0,parsed_century_single
O347180,circa 1900,1900,1900.0,1900.0,1900.0,parsed_ad_single
O347179,15th century,15th c,1401.0,1500.0,1450.0,parsed_century_single
O123753,1850,1850,1850.0,1850.0,1850.0,parsed_ad_single
O482092,late 19th century,19th c,1801.0,1900.0,1850.0,parsed_century_single
O1791540,2020-2023,2020-2023,2020.0,2023.0,2022.0,parsed_ad_range
O1326005,2015,2015,2015.0,2015.0,2015.0,parsed_ad_single
O1326004,2015,2015,2015.0,2015.0,2015.0,parsed_ad_single
O1317588,2015,2015,2015.0,2015.0,2015.0,parsed_ad_single
O79585,ca. 1775,1775,1775.0,1775.0,1775.0,parsed_ad_single
O77402,ca. 1802,1802,1802.0,1802.0,1802.0,parsed_ad_single
O78032,ca. 1820,1820,1820.0,1820.0,1820.0,parsed_ad_single
O148466,1887,1887,1887.0,1887.0,1887.0,parsed_ad_single
O10975,1586-1587,1586-1587,1586.0,1587.0,1586.0,parsed_ad_range
O17303,ca. 1758,1758,1758.0,1758.0,1758.0,parsed_ad_single
O345292,1870,1870,1870.0,1870.0,1870.0,parsed_ad_single
O126325,400-600,400-600,400.0,600.0,500.0,parsed_ad_range
O128948,1500-1525,1500-1525,1500.0,1525.0,1512.0,parsed_ad_range
O145412,1994,1994,1994.0,1994.0,1994.0,parsed_ad_single
O136217,3rd century - 6th century,3rd c-6th c,201.0,600.0,400.0,parsed_century_range
O136189,3rd century - 6th century,3rd c-6th c,201.0,600.0,400.0,parsed_century_range
O136183,3rd century - 6th century,3rd c-6th c,201.0,600.0,400.0,parsed_century_range
O136180,3rd century - 6th century,3rd c-6th c,201.0,600.0,400.0,parsed_century_range
O136170,3rd century - 6th century,3rd c-6th c,201.0,600.0,400.0,parsed_century_range
O136169,3rd century - 6th century,3rd c-6th c,201.0,600.0,400.0,parsed_century_range
O136164,3rd century - 6th century,3rd c-6th c,201.0,600.0,400.0,parsed_century_range
O145361,1999-2000,1999-2000,1999.0,2000.0,2000.0,parsed_ad_range
O134700,3rd century - 6th century,3rd c-6th c,201.0,600.0,400.0,parsed_century_range
O73090,1747,1747,1747.0,1747.0,1747.0,parsed_ad_single
O123352,ca. 1760,1760,1760.0,1760.0,1760.0,parsed_ad_single
O73743,ca. 1946,1946,1946.0,1946.0,1946.0,parsed_ad_single
O128117,ca. 1850-1900,1850-1900,1850.0,1900.0,1875.0,parsed_ad_range
O6807,1962,1962,1962.0,1962.0,1962.0,parsed_ad_single
O79081,ca. 1575,1575,1575.0,1575.0,1575.0,parsed_ad_single
O7709,ca. 1510,1510,1510.0,1510.0,1510.0,parsed_ad_single
O136196,3rd century - 6th century,3rd c-6th c,201.0,600.0,400.0,parsed_century_range
O8857,1810,1810,1810.0,1810.0,1810.0,parsed_ad_single
O154210,1990,1990,1990.0,1990.0,1990.0,parsed_ad_single
O131253,ca. 1862,1862,1862.0,1862.0,1862.0,parsed_ad_single
O11208,ca. 1745,1745,1745.0,1745.0,1745.0,parsed_ad_single
O41510,ca. 1866,1866,1866.0,1866.0,1866.0,parsed_ad_single
O40930,ca. 1884,1884,1884.0,1884.0,1884.0,parsed_ad_single
O40925,early 20th century,20th c,1901.0,2000.0,1950.0,parsed_century_single
O128074,ca. 1840,1840,1840.0,1840.0,1840.0,parsed_ad_single
O40892,ca. 1890,1890,1890.0,1890.0,1890.0,parsed_ad_single
O41519,after 1850,1850,1850.0,1850.0,1850.0,parsed_ad_single
O128381,ca. 1885,1885,1885.0,1885.0,1885.0,parsed_ad_single
O40895,before 1877,1877,1877.0,1877.0,1877.0,parsed_ad_single
O40919,ca. 1871,1871,1871.0,1871.0,1871.0,parsed_ad_single
O128115,1936,1936,1936.0,1936.0,1936.0,parsed_ad_single
O349273,1901,1901,1901.0,1901.0,1901.0,parsed_ad_single
O41246,ca. 1906,1906,1906.0,1906.0,1906.0,parsed_ad_single
O349292,1884,1884,1884.0,1884.0,1884.0,parsed_ad_single
O128107,1882,1882,1882.0,1882.0,1882.0,parsed_ad_single
O41508,ca. 1866,1866,1866.0,1866.0,1866.0,parsed_ad_single
O40937,1851,1851,1851.0,1851.0,1851.0,parsed_ad_single
O128118,ca. 1850-1900,1850-1900,1850.0,1900.0,1875.0,parsed_ad_range
O145883,2006,2006,2006.0,2006.0,2006.0,parsed_ad_single
O154576,1988,1988,1988.0,1988.0,1988.0,parsed_ad_single
O77468,1736,1736,1736.0,1736.0,1736.0,parsed_ad_single
O136523,1368-1644,1368-1644,1368.0,1644.0,1506.0,parsed_ad_range
O152454,1975,1975,1975.0,1975.0,1975.0,parsed_ad_single
O1244615,ca. 1500,1500,1500.0,1500.0,1500.0,parsed_ad_single
O125043,1858,1858,1858.0,1858.0,1858.0,parsed_ad_single
O108898,1969,1969,1969.0,1969.0,1969.0,parsed_ad_single
O119395,1200-1250,1200-1250,1200.0,1250.0,1225.0,parsed_ad_range
O70523,1575-1600,1575-1600,1575.0,1600.0,1588.0,parsed_ad_range
O97170,ca. 1600,1600,1600.0,1600.0,1600.0,parsed_ad_single
O96613,1605,1605,1605.0,1605.0,1605.0,parsed_ad_single
O38593,1864,1864,1864.0,1864.0,1864.0,parsed_ad_single
O6919,ca. 1954,1954,1954.0,1954.0,1954.0,parsed_ad_single
O115171,1650-1700,1650-1700,1650.0,1700.0,1675.0,parsed_ad_range
O115164,1650-1700,1650-1700,1650.0,1700.0,1675.0,parsed_ad_range
O103805,1775-1800,1775-1800,1775.0,1800.0,1788.0,parsed_ad_range
O112463,17th century,17th c,1601.0,1700.0,1650.0,parsed_century_single
O112461,17th century,17th c,1601.0,1700.0,1650.0,parsed_century_single
O112458,2nd half of 17th century,2nd half of 17th c,101.0,200.0,150.0,parsed_century_single
O112443,17th century,17th c,1601.0,1700.0,1650.0,parsed_century_single
O113784,1700-1800,1700-1800,1700.0,1800.0,1750.0,parsed_ad_range
O116232,after 1649,1649,1649.0,1649.0,1649.0,parsed_ad_single
O78633,1750-1800,1750-1800,1750.0,1800.0,1775.0,parsed_ad_range
O113816,ca. 1800,1800,1800.0,1800.0,1800.0,parsed_ad_single
O112414,1600-1700,1600-1700,1600.0,1700.0,1650.0,parsed_ad_range
O121186,17th century,17th c,1601.0,1700.0,1650.0,parsed_century_single
O112413,ca. 1600-1650,1600-1650,1600.0,1650.0,1625.0,parsed_ad_range
O136584,618-906,618-906,618.0,906.0,762.0,parsed_ad_range
O136583,618-906,618-906,618.0,906.0,762.0,parsed_ad_range
O15376,1899,1899,1899.0,1899.0,1899.0,parsed_ad_single
O73756,1953,1953,1953.0,1953.0,1953.0,parsed_ad_single
O136167,3rd century - 6th century,3rd c-6th c,201.0,600.0,400.0,parsed_century_range
O136163,3rd century - 6th century,3rd c-6th c,201.0,600.0,400.0,parsed_century_range
O136527,1368-1644,1368-1644,1368.0,1644.0,1506.0,parsed_ad_range
O136525,1368-1644,1368-1644,1368.0,1644.0,1506.0,parsed_ad_range
O136204,3rd century - 6th century,3rd c-6th c,201.0,600.0,400.0,parsed_century_range
O134712,3rd century - 6th century,3rd c-6th c,201.0,600.0,400.0,parsed_century_range
O22468,400-600,400-600,400.0,600.0,500.0,parsed_ad_range
O128379,1872,1872,1872.0,1872.0,1872.0,parsed_ad_single
O128173,after 1850,1850,1850.0,1850.0,1850.0,parsed_ad_single
O128250,1852-1854,1852-1854,1852.0,1854.0,1853.0,parsed_ad_range
O41336,after 1850,1850,1850.0,1850.0,1850.0,parsed_ad_single
O102467,ca. 1864,1864,1864.0,1864.0,1864.0,parsed_ad_single
O128207,after 1255,1255,1255.0,1255.0,1255.0,parsed_ad_single
O128078,ca. 1860,1860,1860.0,1860.0,1860.0,parsed_ad_single
O41241,ca. 1906,1906,1906.0,1906.0,1906.0,parsed_ad_single
O40896,before 1877,1877,1877.0,1877.0,1877.0,parsed_ad_single
O40898,1850-1900,1850-1900,1850.0,1900.0,1875.0,parsed_ad_range
O128105,ca. 1865,1865,1865.0,1865.0,1865.0,parsed_ad_single
O128119,1845-47,1845-47,1845.0,47.0,946.0,parsed_ad_range
O40897,before 1877,1877,1877.0,1877.0,1877.0,parsed_ad_single
O40854,ca. 1890,1890,1890.0,1890.0,1890.0,parsed_ad_single
O93542,1444,1444,1444.0,1444.0,1444.0,parsed_ad_single
O118736,1600-1620,1600-1620,1600.0,1620.0,1610.0,parsed_ad_range
O136166,3rd century - 6th century,3rd c-6th c,201.0,600.0,400.0,parsed_century_range
O136165,3rd century - 6th century,3rd c-6th c,201.0,600.0,400.0,parsed_century_range
O24679,1989,1989,1989.0,1989.0,1989.0,parsed_ad_single
O93205,ca. 1700,1700,1700.0,1700.0,1700.0,parsed_ad_single
O24298,1986,1986,1986.0,1986.0,1986.0,parsed_ad_single
O136581,1368-1644,1368-1644,1368.0,1644.0,1506.0,parsed_ad_range
O136580,1368-1644,1368-1644,1368.0,1644.0,1506.0,parsed_ad_range
O8583,ca. 1243-1248,1243-1248,1243.0,1248.0,1246.0,parsed_ad_range
O121642,1400-1500,1400-1500,1400.0,1500.0,1450.0,parsed_ad_range
O1771988,2013,2013,2013.0,2013.0,2013.0,parsed_ad_single
O106699,ca. 1650,1650,1650.0,1650.0,1650.0,parsed_ad_single
O106646,early 16th century,16th c,1501.0,1600.0,1550.0,parsed_century_single
O70943,15th century,15th c,1401.0,1500.0,1450.0,parsed_century_single
O77805,1750-1760,1750-1760,1750.0,1760.0,1755.0,parsed_ad_range
O333390,c.1945-50,1945-50,1945.0,50.0,998.0,parsed_ad_range
O16236,ca. 1550 - 1600,1550-1600,1550.0,1600.0,1575.0,parsed_ad_range
O117731,1450-1500,1450-1500,1450.0,1500.0,1475.0,parsed_ad_range
O137813,late 11th century,11th c,1001.0,1100.0,1050.0,parsed_century_single
O18105,14/02/1527-15/06/1527,14/02/1527-15/06/1527,,,,unparsed
O18103,ca. 1270,1270,1270.0,1270.0,1270.0,parsed_ad_single
O85440,ca. 1885,1885,1885.0,1885.0,1885.0,parsed_ad_single
O85439,ca. 1885,1885,1885.0,1885.0,1885.0,parsed_ad_single
O85437,ca. 1885,1885,1885.0,1885.0,1885.0,parsed_ad_single
O91775,ca. 1600,1600,1600.0,1600.0,1600.0,parsed_ad_single
O93200,1450-1500,1450-1500,1450.0,1500.0,1475.0,parsed_ad_range
O93234,ca.1450-1500,1450-1500,1450.0,1500.0,1475.0,parsed_ad_range
O89841,ca. 1540,1540,1540.0,1540.0,1540.0,parsed_ad_single
O89837,ca. 1540,1540,1540.0,1540.0,1540.0,parsed_ad_single
O71891,1957,1957,1957.0,1957.0,1957.0,parsed_ad_single
O71863,ca. 1480,1480,1480.0,1480.0,1480.0,parsed_ad_single
O40976,August 1505,august 1505,,,,unparsed
O40825,2nd quarter 15th century,2nd quarter 15th c,101.0,200.0,150.0,parsed_century_single
O40753,late 14th century,14th c,1301.0,1400.0,1350.0,parsed_century_single
O122340,105 AD,105ad,,,,unparsed
O121704,1308-26,1308-26,1308.0,26.0,667.0,parsed_ad_range
O119330,ca. 1450,1450,1450.0,1450.0,1450.0,parsed_ad_single
O127798,3rd quarter 15th century,3rd quarter 15th c,201.0,300.0,250.0,parsed_century_single
O127786,1482-1484,1482-1484,1482.0,1484.0,1483.0,parsed_ad_range
O127696,ca. 1550,1550,1550.0,1550.0,1550.0,parsed_ad_single
O129310,ca. 1500-1550,1500-1550,1500.0,1550.0,1525.0,parsed_ad_range
O83180,ca. 1830-ca.1900,1830-1900,1830.0,1900.0,1865.0,parsed_ad_range
O103081,1516-1520,1516-1520,1516.0,1520.0,1518.0,parsed_ad_range
O102894,ca. 1500-1525,1500-1525,1500.0,1525.0,1512.0,parsed_ad_range
O113797,late 19th century to early 20th century,19th c to 20th c,1801.0,1900.0,1850.0,parsed_century_single
O96379,ca. 1050,1050,1050.0,1050.0,1050.0,parsed_ad_single
O224665,1400-1500,1400-1500,1400.0,1500.0,1450.0,parsed_ad_range
O190395,ca. 1650,1650,1650.0,1650.0,1650.0,parsed_ad_single
O148225,ca. 1955,1955,1955.0,1955.0,1955.0,parsed_ad_single
O40397,ca. 4th century - 5th century,4th c-5th c,301.0,500.0,400.0,parsed_century_range
O118218,ca. 1250-1270,1250-1270,1250.0,1270.0,1260.0,parsed_ad_range
O118216,ca. 1250-1270,1250-1270,1250.0,1270.0,1260.0,parsed_ad_range
O118213,ca. 1250-1270,1250-1270,1250.0,1270.0,1260.0,parsed_ad_range
O118211,ca. 1250-1270,1250-1270,1250.0,1270.0,1260.0,parsed_ad_range
O118202,ca. 1250-1270,1250-1270,1250.0,1270.0,1260.0,parsed_ad_range
O12527,ca. 1500,1500,1500.0,1500.0,1500.0,parsed_ad_single
O12510,second half 15th century,second half 15th c,1401.0,1500.0,1450.0,parsed_century_single
O25054,Mid 11th century,mid 11th c,1001.0,1100.0,1050.0,parsed_century_single
O24830,16th century,16th c,1501.0,1600.0,1550.0,parsed_century_single
O454463,16th century,16th c,1501.0,1600.0,1550.0,parsed_century_single
O152689,1961,1961,1961.0,1961.0,1961.0,parsed_ad_single
O152679,1959-1960,1959-1960,1959.0,1960.0,1960.0,parsed_ad_range
O158409,1478,1478,1478.0,1478.0,1478.0,parsed_ad_single
O110315,,,,,,no_date_text
O93904,ca. 1435-1440,1435-1440,1435.0,1440.0,1438.0,parsed_ad_range
O41516,ca. 1600,1600,1600.0,1600.0,1600.0,parsed_ad_single
O148281,1961,1961,1961.0,1961.0,1961.0,parsed_ad_single
O137490,1450-98,1450-98,1450.0,98.0,774.0,parsed_ad_range
O94280,1500-1510,1500-1510,1500.0,1510.0,1505.0,parsed_ad_range
O77796,1518-1522,1518-1522,1518.0,1522.0,1520.0,parsed_ad_range
O97311,700-750,700-750,700.0,750.0,725.0,parsed_ad_range
O89117,ca. 1682-1685,1682-1685,1682.0,1685.0,1684.0,parsed_ad_range
O106797,13th century-14th century,13th c-14th c,1201.0,1400.0,1300.0,parsed_century_range
O93909,c.1450-75,1450-75,1450.0,75.0,762.0,parsed_ad_range
O167220,ca. 1415,1415,1415.0,1415.0,1415.0,parsed_ad_single
O70791,second half 15th century,second half 15th c,1401.0,1500.0,1450.0,parsed_century_single
O107512,1450-1500,1450-1500,1450.0,1500.0,1475.0,parsed_ad_range
O96228,ca. 1530-1558,1530-1558,1530.0,1558.0,1544.0,parsed_ad_range
O70796,second half 15th century,second half 15th c,1401.0,1500.0,1450.0,parsed_century_single
O93591,ca. 1620 - 1645,1620-1645,1620.0,1645.0,1632.0,parsed_ad_range
O89956,ca. 1481,1481,1481.0,1481.0,1481.0,parsed_ad_single
O93870,ca.1455,1455,1455.0,1455.0,1455.0,parsed_ad_single
O192564,ca. 1350-1370,1350-1370,1350.0,1370.0,1360.0,parsed_ad_range
O77798,1518-1522,1518-1522,1518.0,1522.0,1520.0,parsed_ad_range
O70305,15th century,15th c,1401.0,1500.0,1450.0,parsed_century_single
O148232,1961,1961,1961.0,1961.0,1961.0,parsed_ad_single
O73848,ca. 1532-1535,1532-1535,1532.0,1535.0,1534.0,parsed_ad_range
O94187,early 9th century,9th c,801.0,900.0,850.0,parsed_century_single
O312114,ca. 1615 - ca. 1620,1615-1620,1615.0,1620.0,1618.0,parsed_ad_range
O71091,ca. 1450-1500,1450-1500,1450.0,1500.0,1475.0,parsed_ad_range
O93629,ca. 650,650,650.0,650.0,650.0,parsed_ad_single
O122359,1475-1525,1475-1525,1475.0,1525.0,1500.0,parsed_ad_range
O118261,ca. 1160,1160,1160.0,1160.0,1160.0,parsed_ad_single
O17216,ca. 1295-1302,1295-1302,1295.0,1302.0,1298.0,parsed_ad_range
O93076,ca. 1575-1576,1575-1576,1575.0,1576.0,1576.0,parsed_ad_range
O166591,ca. 1320,1320,1320.0,1320.0,1320.0,parsed_ad_single
O122363,1500-1520,1500-1520,1500.0,1520.0,1510.0,parsed_ad_range
O199567,ca. 1500-1525,1500-1525,1500.0,1525.0,1512.0,parsed_ad_range
O93803,ca. 1669-1670,1669-1670,1669.0,1670.0,1670.0,parsed_ad_range
O70280,1470-1490,1470-1490,1470.0,1490.0,1480.0,parsed_ad_range
O77797,1518-1522,1518-1522,1518.0,1522.0,1520.0,parsed_ad_range
O93902,ca. 1425-1450,1425-1450,1425.0,1450.0,1438.0,parsed_ad_range
O96366,ca. 1660,1660,1660.0,1660.0,1660.0,parsed_ad_single
O93920,ca. 1620-1645,1620-1645,1620.0,1645.0,1632.0,parsed_ad_range
O114826,ca. 1483-1490,1483-1490,1483.0,1490.0,1486.0,parsed_ad_range
O224984,ca. 1550,1550,1550.0,1550.0,1550.0,parsed_ad_single
O93063,ca. 1480-1497,1480-1497,1480.0,1497.0,1488.0,parsed_ad_range
O77340,1689-1700,1689-1700,1689.0,1700.0,1694.0,parsed_ad_range
O130427,1450-1500,1450-1500,1450.0,1500.0,1475.0,parsed_ad_range
O118597,118 AD,118ad,,,,unparsed
O94171,11th century,11th c,1001.0,1100.0,1050.0,parsed_century_single
O479064,,,,,,no_date_text
O130542,1535-1540,1535-1540,1535.0,1540.0,1538.0,parsed_ad_range
O107623,ca. 1250-1350,1250-1350,1250.0,1350.0,1300.0,parsed_ad_range
O205303,ca. 1330,1330,1330.0,1330.0,1330.0,parsed_ad_single
O39620,1585 - 1590,1585-1590,1585.0,1590.0,1588.0,parsed_ad_range
O87357,ca. 1510-1530,1510-1530,1510.0,1530.0,1520.0,parsed_ad_range
O248710,ca. 1490,1490,1490.0,1490.0,1490.0,parsed_ad_single
O71288,15th century,15th c,1401.0,1500.0,1450.0,parsed_century_single
O137851,ca. 800,800,800.0,800.0,800.0,parsed_ad_single
O122364,ca.1500-1520,1500-1520,1500.0,1520.0,1510.0,parsed_ad_range
O110314,1760-1800,1760-1800,1760.0,1800.0,1780.0,parsed_ad_range
O313243,ca. 1750,1750,1750.0,1750.0,1750.0,parsed_ad_single
O40983,1620,1620,1620.0,1620.0,1620.0,parsed_ad_single
O41509,1530-1536,1530-1536,1530.0,1536.0,1533.0,parsed_ad_range
O16281,ca. 1466-ca. 1470,1466-1470,1466.0,1470.0,1468.0,parsed_ad_range
O349950,1785,1785,1785.0,1785.0,1785.0,parsed_ad_single
O69579,ca. 1650,1650,1650.0,1650.0,1650.0,parsed_ad_single
O312601,first half of 18th century,first half of 18th c,1701.0,1800.0,1750.0,parsed_century_single
O312073,1640-1650,1640-1650,1640.0,1650.0,1645.0,parsed_ad_range
O69138,ca. 1650,1650,1650.0,1650.0,1650.0,parsed_ad_single
O24883,1650-1800,1650-1800,1650.0,1800.0,1725.0,parsed_ad_range
O34783,1835,1835,1835.0,1835.0,1835.0,parsed_ad_single
O84717,ca. 1430-1470,1430-1470,1430.0,1470.0,1450.0,parsed_ad_range
O76027,17th century,17th c,1601.0,1700.0,1650.0,parsed_century_single
O16237,first half of eighteenth century,first half of eighteenth c,,,,unparsed_century
O12505,1505-1509,1505-1509,1505.0,1509.0,1507.0,parsed_ad_range
O25018,1st century BC-1st century AD,1st cbc-1st cad,-100.0,100.0,0.0,parsed_century_range
O24817,17th century,17th c,1601.0,1700.0,1650.0,parsed_century_single
O151880,before 1727,1727,1727.0,1727.0,1727.0,parsed_ad_single
O121912,1200-1300,1200-1300,1200.0,1300.0,1250.0,parsed_ad_range
O92726,ca. 1330 - ca. 1340,1330-1340,1330.0,1340.0,1335.0,parsed_ad_range
O93047,ca. 1520,1520,1520.0,1520.0,1520.0,parsed_ad_single
O130100,ca. 1150,1150,1150.0,1150.0,1150.0,parsed_ad_single
O39634,ca. 1160,1160,1160.0,1160.0,1160.0,parsed_ad_single
O85428,ca. 1857,1857,1857.0,1857.0,1857.0,parsed_ad_single
O70467,ca. 1150-1170,1150-1170,1150.0,1170.0,1160.0,parsed_ad_range
O69490,530,530,530.0,530.0,530.0,parsed_ad_single
